data_hora,medicamento,localizacao,farmacia,titulo,preco,preco_numero,categoria_preco,link,relevante,preco_maximo,alerta
2026-06-08 10:58:12,dorflex,Zumbi Manaus,Drogasil,Dorflex MAX Analgésico e Relaxante Muscular 8 comprimidos,"R$ 17,67",17.67,baixo,https://www.drogasil.com.br/dorflex-max-8-comprimidos.html?origin=search,1.0,,
2026-06-08 10:58:12,dorflex,Zumbi Manaus,Drogasil,Dorflex,Preço não encontrado,,indefinido,https://www.drogasil.com.br/dorflex-max-8-comprimidos.html?origin=search,1.0,,
2026-06-08 10:58:12,dorflex,Zumbi Manaus,Drogasil,Dorflex Analgésico e Relaxante Muscular Gotas 20ml,"R$ 26,09",26.09,medio,https://www.drogasil.com.br/dorflex-solucao-gotas-20-ml.html?origin=search,1.0,,
2026-06-08 10:58:12,dorflex,Zumbi Manaus,Drogasil,Dorflex,Preço não encontrado,,indefinido,https://www.drogasil.com.br/dorflex-solucao-gotas-20-ml.html?origin=search,1.0,,
2026-06-08 10:58:12,dorflex,Zumbi Manaus,Drogasil,Dorflex Analgésico e Relaxante Muscular 10 comprimidos,"R$ 8,51",8.51,baixo,https://www.drogasil.com.br/dorflex-analgesico-cartela-avulsa-10-comprimidos.html?origin=search,1.0,,
2026-06-08 10:58:12,dorflex,Zumbi Manaus,Drogasil,Dorflex,Preço não encontrado,,indefinido,https://www.drogasil.com.br/dorflex-analgesico-cartela-avulsa-10-comprimidos.html?origin=search,1.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina Analgésico 30 drágeas,"R$ 40,78",40.78,medio,https://www.drogasil.com.br/neosaldina-30-drageas.html?origin=search,0.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina,Preço não encontrado,,indefinido,https://www.drogasil.com.br/neosaldina-30-drageas.html?origin=search,1.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina Analgésico Gotas 15ml,"R$ 47,99",47.99,medio,https://www.drogasil.com.br/neosaldina-gotas-15-ml.html?origin=search,0.0,,
2026-06-08 10:58:44,neosaldina,Zumbi Manaus,Drogasil,Neosaldina,Preço não encontrado,,indefinido,https://www.drogasil.com.br/neosaldina-gotas-15-ml.html?origin=search,1.0,,
